year,Round,Circuit,Driver,Team,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,Wet,GridPosition,IsSprintWeekend,FP1_s_Delta_pct,FP2_s_Delta_pct,FP3_s_Delta_pct
2022,7,14,5,4,26.6,47.8,45.0,1003.5,0.8,0.0,0,12.0,0,0.3942118044840402,0.024939440651838767,0.018944202218665555
2022,7,14,9,7,26.6,47.8,45.0,1003.5,0.8,0.0,0,17.0,0,0.007406314151158477,0.013488218454084861,0.010127490479606968
2022,7,14,11,6,26.6,47.8,45.0,1003.5,0.8,0.0,0,8.0,0,0.012987884236089537,0.02217297951992939,0.012404106186875668
2022,7,14,13,9,26.6,47.8,45.0,1003.5,0.8,0.0,0,19.0,0,0.04270706149119148,0.04982382735080365,0.03358353109995029
2022,7,14,15,2,26.6,47.8,45.0,1003.5,0.8,0.0,0,1.0,0,0.0,0.0,0.0005657045090788236
2022,7,14,16,3,26.6,47.8,45.0,1003.5,0.8,0.0,0,13.0,0,0.01710697562088247,0.021787601849812793,0.013245764115017496
2022,7,14,17,3,26.6,47.8,45.0,1003.5,0.8,0.0,0,15.0,0,0.05507775288135124,0.030802686632900235,0.01864065345769633
2022,7,14,18,5,26.6,47.8,45.0,1003.5,0.8,0.0,0,5.0,0,0.007044048785069185,0.008781105483373582,0.010348253214857332
2022,7,14,19,0,26.6,47.8,45.0,1003.5,0.8,0.0,0,10.0,0,0.023936348633454424,0.03523452983924229,0.02461504498040739
2022,7,14,20,8,26.6,47.8,45.0,1003.5,0.8,0.0,0,3.0,0,0.00052327219546212,0.005216362034793969,0.0
2022,7,14,22,5,26.6,47.8,45.0,1003.5,0.8,0.0,0,14.0,0,0.008399189598958695,0.44100968949570557,0.022462608311716984
2022,7,14,23,6,26.6,47.8,45.0,1003.5,0.8,0.0,0,6.0,0,0.00912372033113728,0.010322616163840562,0.01379767095314311
2022,7,14,24,2,26.6,47.8,45.0,1003.5,0.8,0.0,0,2.0,0,0.0009392065046758151,0.0006055934816119375,0.005105138252663013
2022,7,14,26,1,26.6,47.8,45.0,1003.5,0.8,0.0,0,18.0,0,0.013524573667332996,0.027072781325699166,0.0298443622716485
2022,7,14,27,7,26.6,47.8,45.0,1003.5,0.8,0.0,0,11.0,0,0.013484321959989741,0.020342435586875058,0.016129477344224253
2022,7,14,28,8,26.6,47.8,45.0,1003.5,0.8,0.0,0,4.0,0,0.0024285196763762376,0.006152279233648817,0.005588056736022975
2022,7,14,29,1,26.6,47.8,45.0,1003.5,0.8,0.0,0,9.0,0,0.011485153828608156,0.019310173970490965,0.018792427838180845
2022,7,14,30,4,26.6,47.8,45.0,1003.5,0.8,0.0,0,20.0,0,0.025304906683125083,0.02572395948029068,0.03290744522324639
2022,8,14,0,9,24.9,34.6,69.0,1015.5,0.8,0.0,0,17.0,0,0.027902081990215762,0.03073897543207008,0.0223805369778036
2022,8,14,1,0,24.9,34.6,69.0,1015.5,0.8,0.0,0,10.0,0,0.010381508589631754,0.008893280632410992,0.016206261510128883
2022,8,14,5,4,24.9,34.6,69.0,1015.5,0.8,0.0,0,15.0,0,0.02466911904129853,0.018319383089203976,0.023301347290879095
2022,8,14,9,7,24.9,34.6,69.0,1015.5,0.8,0.0,0,6.0,0,0.012837043498046942,0.010569247461830524,0.012804109721818339
2022,8,14,11,6,24.9,34.6,69.0,1015.5,0.8,0.0,0,7.0,0,0.011291668246804984,0.015984654731457718,0.016235339730541795
2022,8,14,13,9,24.9,34.6,69.0,1015.5,0.8,0.0,0,18.0,0,0.051623118055292266,0.03869255211966209,0.028108946399146954
2022,8,14,15,2,24.9,34.6,69.0,1015.5,0.8,0.0,0,1.0,0,0.001204065379801996,0.0,0.0006784918096345176
2022,8,14,16,3,24.9,34.6,69.0,1015.5,0.8,0.0,0,16.0,0,0.02341764951268534,0.022901650778888533,0.01695260250072691
2022,8,14,17,3,24.9,34.6,69.0,1015.5,0.8,0.0,0,20.0,0,0.12188554742311042,0.031010230179028066,0.02289425220509833
2022,8,14,18,5,24.9,34.6,69.0,1015.5,0.8,0.0,0,11.0,0,0.02100003792331908,0.014986824769433436,0.012096539691770908
2022,8,14,19,0,24.9,34.6,69.0,1015.5,0.8,0.0,0,13.0,0,0.013661875687360181,0.013417422304890247,0.014684501308519924
2022,8,14,20,8,24.9,34.6,69.0,1015.5,0.8,0.0,0,2.0,0,0.0,0.002402542044485686,0.0
2022,8,14,22,5,24.9,34.6,69.0,1015.5,0.8,0.0,0,12.0,0,0.031609086427244144,0.017776873595287856,0.012658718619753779
2022,8,14,23,6,24.9,34.6,69.0,1015.5,0.8,0.0,0,5.0,0,0.011651939777769344,0.012826474463303088,0.013598914413104502
2022,8,14,24,2,24.9,34.6,69.0,1015.5,0.8,0.0,0,4.0,0,0.005081724752550356,0.010172053010927664,0.004129107298633342
2022,8,14,26,1,24.9,34.6,69.0,1015.5,0.8,0.0,0,19.0,0,0.022479047366225444,0.015984654731457718,0.01656489289522151
2022,8,14,27,7,24.9,34.6,69.0,1015.5,0.8,0.0,0,8.0,0,0.011566612309909352,0.013010540184453124,0.017388775806920588
2022,8,14,28,8,24.9,34.6,69.0,1015.5,0.8,0.0,0,3.0,0,0.003166597140581774,0.003448810354181145,0.0027042744984006628
2022,8,14,29,1,24.9,34.6,69.0,1015.5,0.8,0.0,0,9.0,0,0.023645189426978647,0.015083701464775653,0.014723272269070381
2022,8,14,30,4,24.9,34.6,69.0,1015.5,0.8,0.0,0,14.0,0,0.02603435852705824,0.019762845849802292,0.016894446059901085
2022,9,15,0,9,13.3,18.2,81.0,1007.0,1.7,1.0,1,12.0,0,0.015301099018068677,0.027574298163962,0.02051451468519542
2022,9,15,1,0,13.3,18.2,81.0,1007.0,1.7,1.0,1,2.0,0,0.004962878203251878,0.005611990232978686,0.0
2022,9,15,5,4,13.3,18.2,81.0,1007.0,1.7,1.0,1,11.0,0,0.016871124830357388,0.012284809695372101,0.012575131079756243
2022,9,15,9,7,13.3,18.2,81.0,1007.0,1.7,1.0,1,16.0,0,0.013398440618430573,0.010144751574999793,0.000564815209514443
2022,9,15,11,6,13.3,18.2,81.0,1007.0,1.7,1.0,1,4.0,0,0.00956651321216629,0.017456527311236272,0.01977918922375202
2022,9,15,13,9,13.3,18.2,81.0,1007.0,1.7,1.0,1,19.0,0,0.027714947177945107,0.03213404022825698,0.048574108018244674
2022,9,15,15,2,13.3,18.2,81.0,1007.0,1.7,1.0,1,15.0,0,0.006759094174938071,0.00109271925209442,0.4720256617929152
2022,9,15,16,3,13.3,18.2,81.0,1007.0,1.7,1.0,1,5.0,0,0.03189281247505263,0.0185087754799196,0.019257001577219855
2022,9,15,17,3,13.3,18.2,81.0,1007.0,1.7,1.0,1,6.0,0,0.02747545171505359,0.018738111619248182,0.03785327592821525
2022,9,15,18,5,13.3,18.2,81.0,1007.0,1.7,1.0,1,14.0,0,0.014010484579153213,0.01160171057779216,0.004390638987169169
2022,9,15,19,0,13.3,18.2,81.0,1007.0,1.7,1.0,1,7.0,0,0.016804598312887588,0.013382438247871956,0.0017797007545078817
2022,9,15,20,8,13.3,18.2,81.0,1007.0,1.7,1.0,1,13.0,0,0.006133744910721394,0.014029975582446428,0.007054861673558188
2022,9,15,22,5,13.3,18.2,81.0,1007.0,1.7,1.0,1,9.0,0,0.012307405731924707,0.01222226719009276,0.0029199880642823747
2022,9,15,23,6,13.3,18.2,81.0,1007.0,1.7,1.0,1,8.0,0,0.00883472151999789,0.011385864799600798,0.00450786478537024
2022,9,15,24,2,13.3,18.2,81.0,1007.0,1.7,1.0,1,3.0,0,0.0032731046595172184,0.0030353312558178335,0.010038791082313902
2022,9,15,26,1,13.3,18.2,81.0,1007.0,1.7,1.0,1,18.0,0,0.00956651321216629,0.017119268282812006,0.01806342981371763
2022,9,15,27,7,13.3,18.2,81.0,1007.0,1.7,1.0,1,20.0,0,0.015487373266984239,0.019426120037233367,0.025842960057973454
2022,9,15,28,8,13.3,18.2,81.0,1007.0,1.7,1.0,1,1.0,0,0.0,0.0,0.008312374781533752
2022,9,15,29,1,13.3,18.2,81.0,1007.0,1.7,1.0,1,17.0,0,0.011748582985177832,0.0042494637581447755,0.0005861289910056569
2022,9,15,30,4,13.3,18.2,81.0,1007.0,1.7,1.0,1,10.0,0,0.026530775166981557,0.018873015230617737,0.014674538556630668
2022,10,6,0,9,14.4,20.3,89.0,999.7,2.7,1.0,1,16.0,0,0.013986837370743832,0.014852375705516093,0.02137632108849734
2022,10,6,1,0,14.4,20.3,89.0,999.7,2.7,1.0,1,7.0,0,0.013986837370743832,0.008466191450608264,0.018418448026757375
2022,10,6,5,4,14.4,20.3,89.0,999.7,2.7,1.0,1,12.0,0,0.0,0.011895392502979548,0.014607342351054096
2022,10,6,9,7,14.4,20.3,89.0,999.7,2.7,1.0,1,11.0,0,0.013986837370743832,0.017629466393829823,0.0225708467480462
2022,10,6,11,6,14.4,20.3,89.0,999.7,2.7,1.0,1,5.0,0,0.005202984870267785,0.0018326549886444078,0.006677967258620531
2022,10,6,13,9,14.4,20.3,89.0,999.7,2.7,1.0,1,10.0,0,0.013986837370743832,0.02680398461919004,0.029442213399165064
2022,10,6,15,2,14.4,20.3,89.0,999.7,2.7,1.0,1,3.0,0,0.015178632553863675,0.005194396348181998,0.005085266379222111
2022,10,6,16,3,14.4,20.3,89.0,999.7,2.7,1.0,1,17.0,0,0.05781963637786195,0.01729216792966215,0.029829012184161726
2022,10,6,17,3,14.4,20.3,89.0,999.7,2.7,1.0,1,19.0,0,0.01609795694823422,0.018742551325582984,0.018304683678229017
2022,10,6,18,5,14.4,20.3,89.0,999.7,2.7,1.0,1,6.0,0,0.02042073761112586,0.001978817656450293,0.01366309825826791
2022,10,6,19,0,14.4,20.3,89.0,999.7,2.7,1.0,1,15.0,0,0.013986837370743832,0.014571293652042978,0.01878249394204856
2022,10,6,20,8,14.4,20.3,89.0,999.7,2.7,1.0,1,4.0,0,0.013986837370743832,0.009118301814665818,0.004664338289666907
2022,10,6,22,5,14.4,20.3,89.0,999.7,2.7,1.0,1,14.0,0,0.13349763811871027,0.010793550853365204,0.027212432168007308
