Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,FP1_s,FP2_s,FP3_s,IsSprintWeekend,SubSession_ord,Wet
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,GAS,Alpine,Q1,89.89,10.0,32.726,28.573,28.591,7.0,SOFT,True,287.0,316.0,303.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.949,90.1,89.701,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,BOT,Alfa Romeo,Q1,89.929,14.0,32.75,28.478,28.701,4.0,SOFT,True,289.0,321.0,299.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.97,91.052,90.317,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,TSU,AlphaTauri,Q1,89.939,16.0,32.665,28.598,28.676,4.0,SOFT,True,289.0,322.0,300.0,326.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.11,90.776,90.797,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ALB,Williams,Q1,89.994,17.0,32.811,28.333,28.85,4.0,SOFT,True,291.0,326.0,302.0,331.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.03,90.81,89.983,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,DEV,AlphaTauri,Q1,90.244,18.0,32.774,28.451,29.019,4.0,SOFT,True,288.0,322.0,293.0,316.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.45,90.921,,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,NOR,McLaren,Q1,90.447,19.0,32.845,28.718,28.884,2.0,SOFT,True,285.0,313.0,300.0,315.0,27.0,31.7,45.0,1010.5,1.6,0.0,92.149,90.721,89.69,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,PER,Red Bull Racing,Q2,88.635,1.0,32.222,28.147,28.266,5.0,SOFT,False,293.0,331.0,310.0,335.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.1,89.902,89.098,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ALO,Aston Martin,Q2,88.757,3.0,32.176,28.074,28.507,2.0,SOFT,True,292.0,320.0,300.0,326.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.315,89.811,89.483,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,LEC,Ferrari,Q2,88.903,2.0,32.355,28.197,28.351,4.0,SOFT,True,289.0,325.0,298.0,329.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.118,90.341,89.588,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,SAI,Ferrari,Q2,88.957,5.0,32.321,28.247,28.389,3.0,SOFT,True,289.0,326.0,304.0,331.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.924,90.592,89.761,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,STR,Aston Martin,Q2,88.962,6.0,32.21,28.218,28.534,4.0,SOFT,True,291.0,318.0,300.0,320.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.577,90.11,89.509,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,RUS,Mercedes,Q2,89.132,4.0,32.307,28.253,28.572,2.0,SOFT,True,290.0,323.0,301.0,327.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.771,90.07,89.811,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,OCO,Alpine,Q2,89.255,7.0,32.262,28.357,28.636,3.0,SOFT,True,289.0,320.0,304.0,326.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.181,90.039,89.953,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,HAM,Mercedes,Q2,89.374,8.0,32.581,28.304,28.489,2.0,SOFT,True,288.0,325.0,299.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.787,90.599,89.568,0,2,0
