Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,STR,Aston Martin,Q2,76.483,13.0,26.457,17.173,32.853,2.0,SOFT,True,288.0,325.0,307.0,326.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,DOO,Alpine,Q2,76.863,14.0,26.27,17.177,33.416,2.0,SOFT,True,288.0,328.0,310.0,327.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,BOR,Kick Sauber,Q2,77.52,15.0,26.577,17.331,33.612,5.0,SOFT,False,289.0,327.0,305.0,325.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,NOR,McLaren,Q3,75.096,1.0,25.961,16.997,32.138,2.0,SOFT,True,288.0,325.0,310.0,326.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,PIA,McLaren,Q3,75.18,2.0,26.082,16.951999999999998,32.146,2.0,SOFT,True,289.0,325.0,309.0,323.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,VER,Red Bull Racing,Q3,75.481,3.0,26.066,16.915,32.5,2.0,SOFT,True,290.0,330.0,310.0,331.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,RUS,Mercedes,Q3,75.546,4.0,26.163,16.951,32.432,2.0,SOFT,True,289.0,327.0,312.0,327.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,TSU,Racing Bulls,Q3,75.67,5.0,26.19,17.005,32.475,2.0,SOFT,True,290.0,330.0,306.0,328.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,ALB,Williams,Q3,75.737,6.0,26.215,16.978,32.544,2.0,SOFT,True,289.0,329.0,309.0,331.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,LEC,Ferrari,Q3,75.755,7.0,26.194,17.025,32.536,2.0,SOFT,True,290.0,325.0,309.0,326.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,HAM,Ferrari,Q3,75.973,8.0,26.265,17.08,32.628,2.0,SOFT,True,290.0,324.0,306.0,328.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,GAS,Alpine,Q3,75.98,9.0,26.293,17.087,32.6,2.0,SOFT,True,287.0,326.0,307.0,326.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,SAI,Williams,Q3,76.062,10.0,26.355,17.0,32.707,2.0,SOFT,True,289.0,329.0,309.0,327.0,30.1,40.7,48.0,1009.4,0.7,0.0,3,0
